6h - 5g                2p6h I[13/2]e6 - 2p5g H[11/2]o5  18622.57   1.60e+3 3.30e+2 1.47e+2 1.95e+1 7.54e+0 4.27e+0 2.78e+0
6h - 5g                2p6h H[11/2]e6 - 2p5g G[9/2]o5   18481.01   1.59e+3 3.23e+2 1.44e+2 1.91e+1 7.41e+0 4.21e+0 2.75e+0
6h - 5g                2p6h H[11/2]e5 - 2p5g G[9/2]o4   17964.67   1.32e+3 2.69e+2 1.19e+2 1.59e+1 6.16e+0 3.50e+0 2.28e+0
6h - 5g                2p6h H[9/2]e5 - 2p5g G[7/2]o4    18480.67   1.29e+3 2.63e+2 1.17e+2 1.56e+1 6.04e+0 3.43e+0 2.23e+0
6h - 5g                2p6h G[9/2]e4 - 2p5g F[7/2]o3    18549.42   1.03e+3 2.10e+2 9.32e+1 1.24e+1 4.80e+0 2.73e+0 1.78e+0
6h - 5g                2p6h G[7/2]e4 - 2p5g F[5/2]o3    18679.36   1.03e+3 2.12e+2 9.46e+1 1.26e+1 4.85e+0 2.74e+0 1.78e+0
6h - 5g                2p6h I[13/2]e7 - 2p5g H[11/2]o6  18622.64   1.87e+3 3.85e+2 1.72e+2 2.28e+1 8.81e+0 4.99e+0 3.25e+0
6h - 5g                2p6h H[9/2]e4 - 2p5g G[7/2]o3    18533.26   1.44e+3 2.53e+2 1.22e+2 2.30e+1 1.04e+1 6.38e+0 4.41e+0
6h - 5g                2p6h I[11/2]e6 - 2p5g H[9/2]o5   18546.53   2.19e+3 3.85e+2 1.85e+2 3.49e+1 1.58e+1 9.69e+0 6.71e+0
6h - 5g                2p6h I[11/2]e5 - 2p5g H[9/2]o4   19170.43   1.82e+3 3.20e+2 1.54e+2 2.90e+1 1.31e+1 8.05e+0 5.57e+0
6h - 5g                2p6h H[9/2]e5 - 2p5g G[7/2]o4    18533.26   1.81e+3 3.19e+2 1.53e+2 2.89e+1 1.30e+1 8.02e+0 5.55e+0
6g - 5f                2p6g G[9/2]o4 - 2p5f F[7/2]e3    17930.73   2.77e+2 5.84e+1 3.19e+1 8.50e+0 4.41e+0 2.92e+0 2.15e+0
6g - 5f                2p6g G[9/2]o5 - 2p5f F[7/2]e4    18277.37   3.45e+2 7.26e+1 3.96e+1 1.06e+1 5.48e+0 3.62e+0 2.67e+0
6g - 5f                2p6g F[7/2]o3 - 2p5f D[5/2]e2    18230.35   2.03e+2 4.27e+1 2.33e+1 6.23e+0 3.23e+0 2.13e+0 1.56e+0
6g - 5f                2p6g F[7/2]o4 - 2p5f D[5/2]e3    18222.01   2.67e+2 5.62e+1 3.07e+1 8.19e+0 4.24e+0 2.81e+0 2.08e+0
6g - 4f                2p6g G[9/2]o4 - 2p4f F[7/2]e3     6413.23   2.58e+2 5.44e+1 2.97e+1 7.92e+0 4.11e+0 2.72e+0 2.00e+0
6g - 4f                2p6g G[9/2]o5 - 2p4f G[7/2]e4     6556.32   1.58e+2 3.33e+1 1.82e+1 4.85e+0 2.52e+0 1.66e+0 1.22e+0
6g - 4f                2p6g G[9/2]o5 - 2p4f F[7/2]e4     6456.97   3.31e+2 6.95e+1 3.80e+1 1.01e+1 5.25e+0 3.47e+0 2.56e+0
6g - 4f                2p6g F[7/2]o3 - 2p4f D[5/2]e2     6446.53   2.27e+2 4.76e+1 2.60e+1 6.94e+0 3.60e+0 2.38e+0 1.74e+0
6g - 4f                2p6g F[7/2]o4 - 2p4f D[5/2]e3     6445.34   3.00e+2 6.31e+1 3.45e+1 9.19e+0 4.77e+0 3.15e+0 2.33e+0
6f - 3d                2p6f F[7/2]e4 - 2p3d(3Fo 3)       2504.19 * 1.99e+2 2.86e+1 1.58e+1 5.16e+0 3.04e+0 2.19e+0 1.77e+0
6f - 3d                2p6f F[7/2]e3 - 2p3d(3Fo 2)       2500.67 * 2.30e+2 3.26e+1 1.80e+1 5.91e+0 3.49e+0 2.52e+0 2.05e+0
6d - 3p                2p6d(3Fo 3) - 2p3p(3De 2)         1680.27   1.17e+2 1.87e+1 1.10e+1 4.30e+0 2.89e+0 2.45e+0 3.15e+0
5g - 4f                2p5g F[5/2]o3 - 2p4f D[3/2]e2    10108.45 * 1.17e+3 2.53e+2 1.17e+2 1.71e+1 6.89e+0 3.94e+0 2.63e+0
5g - 4f                2p5g H[11/2]o5 - 2p4f G[9/2]e4   10035.44 * 2.08e+3 4.49e+2 2.08e+2 3.04e+1 1.22e+1 7.01e+0 4.67e+0
5g - 4f                2p5g G[9/2]o4 - 2p4f G[7/2]e3     9941.81 * 5.88e+2 1.09e+2 5.42e+1 1.16e+1 5.53e+0 3.49e+0 2.49e+0
5g - 4f                2p5g G[9/2]o4 - 2p4f F[7/2]e3     9718.59 * 1.82e+3 3.37e+2 1.68e+2 3.59e+1 1.72e+1 1.08e+1 7.73e+0
5g - 4f                2p5g G[7/2]o3 - 2p4f F[5/2]e2    10070.12 * 9.98e+2 2.13e+2 9.84e+1 1.45e+1 5.85e+0 3.36e+0 2.25e+0
5g - 4f                2p5g H[9/2]o5 - 2p4f G[7/2]e4     9969.33 * 1.51e+3 3.23e+2 1.49e+2 2.19e+1 8.84e+0 5.08e+0 3.39e+0
5g - 4f                2p5g G[7/2]o4 - 2p4f F[5/2]e3    10085.72 * 1.36e+3 2.90e+2 1.34e+2 1.96e+1 7.95e+0 4.56e+0 3.05e+0
5g - 4f                2p5g G[9/2]o5 - 2p4f G[7/2]e4    10126.15 * 7.51e+2 1.39e+2 6.93e+1 1.48e+1 7.07e+0 4.45e+0 3.18e+0
5g - 4f                2p5g G[9/2]o5 - 2p4f F[7/2]e4     9891.10 * 2.31e+3 4.26e+2 2.13e+2 4.54e+1 2.17e+1 1.37e+1 9.78e+0
5g - 4f                2p5g H[9/2]o4 - 2p4f G[7/2]e3    10118.53 * 1.24e+3 2.65e+2 1.22e+2 1.79e+1 7.26e+0 4.17e+0 2.79e+0
5g - 4f                2p5g F[7/2]o3 - 2p4f D[5/2]e2     9868.20 * 1.54e+3 2.84e+2 1.42e+2 3.03e+1 1.45e+1 9.11e+0 6.51e+0
5g - 4f                2p5g F[7/2]o4 - 2p4f D[5/2]e3     9865.42 * 2.04e+3 3.76e+2 1.88e+2 4.01e+1 1.92e+1 1.21e+1 8.64e+0
5f - 4d 3Do            2p5f F[7/2]e4 - 2p4d(3Do 3)       9281.06 * 2.54e+2 4.18e+1 2.29e+1 6.79e+0 3.80e+0 2.64e+0 2.10e+0
5f - 4d 3Do            2p5f F[5/2]e2 - 2p4d(3Do 1)       9242.02 * 2.02e+2 3.30e+1 1.81e+1 5.36e+0 3.00e+0 2.08e+0 1.64e+0
5f - 4d 1Do            2p5f F[5/2]e3 - 2p4d(1Do 2)       8983.28 * 1.91e+2 3.12e+1 1.71e+1 5.05e+0 2.83e+0 1.97e+0 1.59e+0
5f - 3d 3Fo            2p5f G[9/2]e5 - 2p3d(3Fo 4)       2885.27 * 5.03e+2 1.33e+2 7.08e+1 1.52e+1 7.22e+0 4.58e+0 3.41e+0
5f - 3d 3Fo            2p5f G[7/2]e4 - 2p3d(3Fo 3)       2884.25 * 1.71e+2 4.28e+1 2.29e+1 5.33e+0 2.68e+0 1.76e+0 1.38e+0
5f - 3d 3Fo            2p5f G[7/2]e3 - 2p3d(3Fo 2)       2879.75 * 1.77e+2 4.42e+1 2.36e+1 5.49e+0 2.76e+0 1.81e+0 1.42e+0
5f - 3d 3Fo            2p5f G[7/2]e4 - 2p3d(3Fo 3)       2897.50 * 3.23e+2 5.31e+1 2.91e+1 8.62e+0 4.83e+0 3.35e+0 2.67e+0
5f - 3d 3Fo            2p5f G[7/2]e3 - 2p3d(3Fo 2)       2892.87 * 3.83e+2 6.25e+1 3.42e+1 1.02e+1 5.71e+0 3.98e+0 3.18e+0
5f - 3d 3Do            2p5f F[7/2]e4 - 2p3d(3Do 3)       2976.97 * 5.26e+2 8.65e+1 4.74e+1 1.41e+1 7.87e+0 5.47e+0 4.35e+0
5f - 3d 3Do            2p5f F[7/2]e3 - 2p3d(3Do 2)       2974.64 * 2.35e+2 3.83e+1 2.10e+1 6.24e+0 3.50e+0 2.44e+0 1.95e+0
5f - 3d 3Do            2p5f F[5/2]e2 - 2p3d(3Do 1)       2973.60 * 3.90e+2 6.37e+1 3.49e+1 1.03e+1 5.79e+0 4.02e+0 3.17e+0
5f - 3d 3Do            2p5f F[5/2]e3 - 2p3d(3Do 2)       2975.95 * 2.34e+2 3.82e+1 2.09e+1 6.18e+0 3.46e+0 2.41e+0 1.94e+0
5f - 3d 3Po            2p5f D[5/2]e3 - 2p3d(3Po 2)       3082.20 * 2.43e+2 6.10e+1 3.26e+1 7.57e+0 3.79e+0 2.47e+0 1.84e+0
5f - 3d 1Do            2p5f F[5/2]e3 - 2p3d(1Do 2)       2943.51 * 3.74e+2 6.09e+1 3.34e+1 9.88e+0 5.53e+0 3.85e+0 3.10e+0
5d 3Fo - 3p 3De        2p5d(3Fo 3) - 2p3p(3De 2)         1858.42   3.26e+2 4.87e+1 2.80e+1 1.03e+1 6.69e+0 5.52e+0 6.78e+0
5d 3Fo - 3p 3De        2p5d(3Fo 2) - 2p3p(3De 1)         1857.44   9.37e+1 1.67e+1 9.84e+0 3.92e+0 2.64e+0 2.24e+0 2.92e+0
4f - 3d 1Po            2p4f D[5/2]e2 - 2p3d(1Po 1)       4694.64 * 6.77e+2 1.47e+2 7.19e+1 1.34e+1 6.19e+0 3.86e+0 2.76e+0
4f - 3d 3Po            2p4f D[5/2]e2 - 2p3d(3Po 1)       4442.01 * 5.66e+2 1.23e+2 6.01e+1 1.12e+1 5.18e+0 3.23e+0 2.31e+0
4f - 3d 3Po            2p4f D[5/2]e3 - 2p3d(3Po 2)       4432.74 * 2.00e+3 4.36e+2 2.13e+2 3.97e+1 1.84e+1 1.15e+1 8.27e+0
4f - 3d 3Do            2p4f D[5/2]e3 - 2p3d(3Do 3)       4179.67 * 4.71e+2 1.03e+2 5.01e+1 9.35e+0 4.32e+0 2.70e+0 1.95e+0
4f - 3d 3Do            2p4f D[7/2]e4 - 2p3d(3Do 3)       4199.98 * 4.08e+2 8.71e+1 4.29e+1 8.49e+0 4.03e+0 2.59e+0 1.98e+0
