6h - 5g                2p6h I[13/2]e6 - 2p5g H[11/2]o5  18622.57   1.34e+3 2.81e+2 1.32e+2 2.06e+1 8.53e+0 5.01e+0 3.35e+0
6h - 5g                2p6h H[11/2]e6 - 2p5g G[9/2]o5   18481.01   1.29e+3 2.70e+2 1.26e+2 1.97e+1 8.17e+0 4.81e+0 3.21e+0
6h - 5g                2p6h H[11/2]e5 - 2p5g G[9/2]o4   17964.67   1.07e+3 2.24e+2 1.05e+2 1.64e+1 6.79e+0 3.99e+0 2.67e+0
6h - 5g                2p6h H[9/2]e5 - 2p5g G[7/2]o4    18480.67   1.05e+3 2.20e+2 1.03e+2 1.61e+1 6.68e+0 3.92e+0 2.63e+0
6h - 5g                2p6h G[9/2]e4 - 2p5g F[7/2]o3    18549.42   8.37e+2 1.75e+2 8.21e+1 1.28e+1 5.31e+0 3.12e+0 2.09e+0
6h - 5g                2p6h G[7/2]e4 - 2p5g F[5/2]o3    18679.36   8.61e+2 1.81e+2 8.46e+1 1.32e+1 5.48e+0 3.22e+0 2.16e+0
6h - 5g                2p6h I[13/2]e7 - 2p5g H[11/2]o6  18622.64   1.56e+3 3.28e+2 1.54e+2 2.40e+1 9.96e+0 5.86e+0 3.92e+0
6h - 5g                2p6h H[9/2]e4 - 2p5g G[7/2]o3    18533.26   1.51e+3 2.04e+2 9.02e+1 1.46e+1 6.30e+0 3.80e+0 2.59e+0
6h - 5g                2p6h I[11/2]e6 - 2p5g H[9/2]o5   18546.53   2.29e+3 3.09e+2 1.37e+2 2.21e+1 9.57e+0 5.78e+0 3.94e+0
6h - 5g                2p6h I[11/2]e5 - 2p5g H[9/2]o4   19170.43   1.90e+3 2.57e+2 1.14e+2 1.84e+1 7.95e+0 4.80e+0 3.28e+0
6h - 5g                2p6h H[9/2]e5 - 2p5g G[7/2]o4    18533.26   1.89e+3 2.56e+2 1.13e+2 1.83e+1 7.92e+0 4.78e+0 3.26e+0
6g - 5f                2p6g G[9/2]o4 - 2p5f F[7/2]e3    17930.73   3.32e+2 5.16e+1 2.54e+1 5.57e+0 2.74e+0 1.77e+0 1.30e+0
6g - 5f                2p6g G[9/2]o5 - 2p5f F[7/2]e4    18277.37   4.13e+2 6.41e+1 3.16e+1 6.93e+0 3.41e+0 2.21e+0 1.61e+0
6g - 5f                2p6g F[7/2]o3 - 2p5f D[5/2]e2    18230.35   2.44e+2 3.78e+1 1.86e+1 4.08e+0 2.01e+0 1.30e+0 9.45e-1
6g - 5f                2p6g F[7/2]o4 - 2p5f D[5/2]e3    18222.01   3.20e+2 4.97e+1 2.45e+1 5.37e+0 2.64e+0 1.71e+0 1.29e+0
6g - 4f                2p6g G[9/2]o4 - 2p4f F[7/2]e3     6413.23   3.10e+2 4.81e+1 2.37e+1 5.19e+0 2.55e+0 1.65e+0 1.21e+0
6g - 4f                2p6g G[9/2]o5 - 2p4f G[7/2]e4     6556.32   1.90e+2 2.95e+1 1.45e+1 3.18e+0 1.57e+0 1.01e+0 7.41e-1
6g - 4f                2p6g G[9/2]o5 - 2p4f F[7/2]e4     6456.97   3.96e+2 6.15e+1 3.03e+1 6.64e+0 3.27e+0 2.11e+0 1.55e+0
6g - 4f                2p6g F[7/2]o3 - 2p4f D[5/2]e2     6446.53   2.71e+2 4.21e+1 2.07e+1 4.55e+0 2.24e+0 1.45e+0 1.05e+0
6g - 4f                2p6g F[7/2]o4 - 2p4f D[5/2]e3     6445.34   3.60e+2 5.58e+1 2.75e+1 6.03e+0 2.97e+0 1.92e+0 1.44e+0
6f - 3d                2p6f F[7/2]e4 - 2p3d(3Fo 3)       2504.19 * 2.22e+2 2.60e+1 1.30e+1 3.54e+0 1.99e+0 1.41e+0 1.16e+0
6f - 3d                2p6f F[7/2]e3 - 2p3d(3Fo 2)       2500.67 * 2.56e+2 2.97e+1 1.48e+1 3.98e+0 2.23e+0 1.58e+0 1.30e+0
6d - 3p                2p6d(3Fo 3) - 2p3p(3De 2)         1680.27   1.32e+2 1.76e+1 9.52e+0 3.23e+0 2.10e+0 1.84e+0 2.85e+0
5g - 4f                2p5g F[5/2]o3 - 2p4f D[3/2]e2    10108.45 * 1.04e+3 2.28e+2 1.11e+2 1.94e+1 8.50e+0 5.10e+0 3.53e+0
5g - 4f                2p5g H[11/2]o5 - 2p4f G[9/2]e4   10035.44 * 1.84e+3 4.04e+2 1.96e+2 3.45e+1 1.51e+1 9.07e+0 6.26e+0
5g - 4f                2p5g G[9/2]o4 - 2p4f G[7/2]e3     9941.81 * 6.38e+2 8.98e+1 4.12e+1 7.45e+0 3.40e+0 2.10e+0 1.48e+0
5g - 4f                2p5g G[9/2]o4 - 2p4f F[7/2]e3     9718.59 * 1.98e+3 2.79e+2 1.28e+2 2.31e+1 1.06e+1 6.51e+0 4.60e+0
5g - 4f                2p5g G[7/2]o3 - 2p4f F[5/2]e2    10070.12 * 8.60e+2 1.88e+2 9.15e+1 1.61e+1 7.04e+0 4.23e+0 2.92e+0
5g - 4f                2p5g H[9/2]o5 - 2p4f G[7/2]e4     9969.33 * 1.30e+3 2.84e+2 1.38e+2 2.42e+1 1.06e+1 6.38e+0 4.40e+0
5g - 4f                2p5g G[7/2]o4 - 2p4f F[5/2]e3    10085.72 * 1.17e+3 2.56e+2 1.24e+2 2.18e+1 9.56e+0 5.74e+0 3.96e+0
5g - 4f                2p5g G[9/2]o5 - 2p4f G[7/2]e4    10126.15 * 8.15e+2 1.15e+2 5.26e+1 9.51e+0 4.35e+0 2.68e+0 1.90e+0
5g - 4f                2p5g G[9/2]o5 - 2p4f F[7/2]e4     9891.10 * 2.50e+3 3.52e+2 1.62e+2 2.92e+1 1.33e+1 8.23e+0 5.82e+0
5g - 4f                2p5g H[9/2]o4 - 2p4f G[7/2]e3    10118.53 * 1.07e+3 2.33e+2 1.13e+2 1.99e+1 8.72e+0 5.24e+0 3.61e+0
5g - 4f                2p5g F[7/2]o3 - 2p4f D[5/2]e2     9868.20 * 1.67e+3 2.35e+2 1.08e+2 1.95e+1 8.90e+0 5.49e+0 3.88e+0
5g - 4f                2p5g F[7/2]o4 - 2p4f D[5/2]e3     9865.42 * 2.21e+3 3.11e+2 1.43e+2 2.58e+1 1.18e+1 7.28e+0 5.18e+0
5f - 4d 3Do            2p5f F[7/2]e4 - 2p4d(3Do 3)       9281.06 * 2.87e+2 3.81e+1 1.92e+1 4.85e+0 2.61e+0 1.79e+0 1.45e+0
5f - 4d 3Do            2p5f F[5/2]e2 - 2p4d(3Do 1)       9242.02 * 2.27e+2 3.00e+1 1.51e+1 3.83e+0 2.07e+0 1.41e+0 1.13e+0
5f - 4d 1Do            2p5f F[5/2]e3 - 2p4d(1Do 2)       8983.28 * 2.15e+2 2.84e+1 1.43e+1 3.60e+0 1.93e+0 1.33e+0 1.11e+0
5f - 3d 3Fo            2p5f G[9/2]e5 - 2p3d(3Fo 4)       2885.27 * 5.75e+2 1.44e+2 7.87e+1 2.01e+1 1.05e+1 7.06e+0 5.45e+0
5f - 3d 3Fo            2p5f G[7/2]e4 - 2p3d(3Fo 3)       2884.25 * 1.89e+2 4.38e+1 2.36e+1 6.00e+0 3.15e+0 2.12e+0 1.66e+0
5f - 3d 3Fo            2p5f G[7/2]e3 - 2p3d(3Fo 2)       2879.75 * 1.95e+2 4.53e+1 2.44e+1 6.20e+0 3.25e+0 2.19e+0 1.72e+0
5f - 3d 3Fo            2p5f G[7/2]e4 - 2p3d(3Fo 3)       2897.50 * 3.64e+2 4.83e+1 2.43e+1 6.16e+0 3.32e+0 2.27e+0 1.84e+0
5f - 3d 3Fo            2p5f G[7/2]e3 - 2p3d(3Fo 2)       2892.87 * 4.32e+2 5.69e+1 2.85e+1 7.16e+0 3.84e+0 2.63e+0 2.14e+0
5f - 3d 3Do            2p5f F[7/2]e4 - 2p3d(3Do 3)       2976.97 * 5.93e+2 7.88e+1 3.97e+1 1.00e+1 5.41e+0 3.71e+0 2.99e+0
5f - 3d 3Do            2p5f F[7/2]e3 - 2p3d(3Do 2)       2974.64 * 2.65e+2 3.49e+1 1.75e+1 4.39e+0 2.36e+0 1.61e+0 1.31e+0
5f - 3d 3Do            2p5f F[5/2]e2 - 2p3d(3Do 1)       2973.60 * 4.38e+2 5.79e+1 2.92e+1 7.40e+0 3.98e+0 2.73e+0 2.18e+0
5f - 3d 3Do            2p5f F[5/2]e3 - 2p3d(3Do 2)       2975.95 * 2.64e+2 3.47e+1 1.75e+1 4.40e+0 2.37e+0 1.63e+0 1.36e+0
5f - 3d 3Po            2p5f D[5/2]e3 - 2p3d(3Po 2)       3082.20 * 2.70e+2 6.27e+1 3.38e+1 8.54e+0 4.47e+0 2.98e+0 2.26e+0
5f - 3d 1Do            2p5f F[5/2]e3 - 2p3d(1Do 2)       2943.51 * 4.21e+2 5.55e+1 2.79e+1 7.03e+0 3.78e+0 2.60e+0 2.17e+0
5d 3Fo - 3p 3De        2p5d(3Fo 3) - 2p3p(3De 2)         1858.42   3.55e+2 4.61e+1 2.50e+1 8.27e+0 5.25e+0 4.43e+0 6.30e+0
5d 3Fo - 3p 3De        2p5d(3Fo 2) - 2p3p(3De 1)         1857.44   1.12e+2 1.57e+1 8.30e+0 2.70e+0 1.73e+0 1.53e+0 2.52e+0
4f - 3d 1Po            2p4f D[5/2]e2 - 2p3d(1Po 1)       4694.64 * 6.52e+2 1.34e+2 6.69e+1 1.35e+1 6.42e+0 4.06e+0 2.94e+0
4f - 3d 3Po            2p4f D[5/2]e2 - 2p3d(3Po 1)       4442.01 * 5.45e+2 1.12e+2 5.59e+1 1.13e+1 5.36e+0 3.39e+0 2.46e+0
4f - 3d 3Po            2p4f D[5/2]e3 - 2p3d(3Po 2)       4432.74 * 1.93e+3 3.98e+2 1.98e+2 3.99e+1 1.90e+1 1.21e+1 8.84e+0
4f - 3d 3Do            2p4f D[5/2]e3 - 2p3d(3Do 3)       4179.67 * 4.54e+2 9.36e+1 4.66e+1 9.39e+0 4.47e+0 2.84e+0 2.08e+0
4f - 3d 3Do            2p4f D[7/2]e4 - 2p3d(3Do 3)       4199.98 * 4.04e+2 7.85e+1 3.88e+1 7.87e+0 3.78e+0 2.43e+0 1.86e+0
4f - 3d 3Do            2p4f F[7/2]e4 - 2p3d(3Do 3)       4241.79 * 3.70e+3 5.55e+2 2.67e+2 5.49e+1 2.68e+1 1.73e+1 1.33e+1
4f - 3d 3Do            2p4f F[7/2]e3 - 2p3d(3Do 2)       4237.05 * 1.63e+3 2.43e+2 1.17e+2 2.39e+1 1.16e+1 7.54e+0 5.80e+0
4f - 3d 3Do            2p4f F[5/2]e2 - 2p3d(3Do 1)       4236.93 * 2.17e+3 3.13e+2 1.50e+2 3.09e+1 1.51e+1 9.83e+0 7.57e+0
4f - 3d 3Do            2p4f F[5/2]e3 - 2p3d(3Do 2)       4241.76 * 1.26e+3 1.81e+2 8.66e+1 1.78e+1 8.68e+0 5.65e+0 4.43e+0
4f - 3d 1Fo            2p4f G[9/2]e4 - 2p3d(1Fo 3)       4530.41 * 1.84e+3 4.18e+2 2.11e+2 4.23e+1 1.99e+1 1.27e+1 9.57e+0
4f - 3d 1Fo            2p4f G[7/2]e4 - 2p3d(1Fo 3)       4552.52 * 9.12e+2 1.77e+2 8.76e+1 1.78e+1 8.53e+0 5.49e+0 4.21e+0
