H+   | A | 6562.7700 | 2.708 | -0.659 | 1.939 | 0.574 | 1.000 | A | 0.774
H+   | B | 6562.7700 | 2.708 | -0.648 | 1.315 | 0.523 | 1.000 | A | 1.170
H+   | A | 4861.3300 | 0.503 | -0.515 | 1.496 | 0.698 | 1.000 | A | 0.202
H+   | B | 4861.3300 | 0.668 | -0.507 | 1.221 | 0.653 | 1.000 | A | 0.301
