C4+  | A | 7726.0000 | 0.580 | -0.775 | 7.448 | 0.720 | 1.000 | A | 9.888
C4+  | A | 4658.6400 | 0.519 | -0.818 | 4.205 | 0.720 | 1.000 | A | 12.763
C4+  | A | 2529.0000 | 0.907 | -0.749 | 4.205 | 0.720 | 1.000 | A | 18.421
C4+  | A | 1549.0000 | 3.772 | -0.590 | 0.889 | 0.549 | 1.000 | B | 64.871
